;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
524;525;Killah Priest;Mother;22 September 2022;Drumless, Conscious Hip Hop, East Coast Hip Hop;3.62;309;3
525;526;Dred Scott;Breakin' Combs;22 March 1994;West Coast Hip Hop, Jazz Rap, Boom Bap;3.62;354;11
526;527;Westside Gunn;10;28 October 2022;Gangsta Rap, East Coast Hip Hop, Drumless;3.58;3,847;30
527;528;Boldy James & The Alchemist;Super Tecmo Bo;14 December 2021;Gangsta Rap, Conscious Hip Hop;3.59;2,678;13
528;529;billy woods;Dour Candy;2 July 2013;East Coast Hip Hop, Abstract Hip Hop;3.59;1,662;5
529;530;Sole;Selling Live Water;13 January 2003;Abstract Hip Hop, Conscious Hip Hop, Experimental Hip Hop;3.60;758;10
530;531;Yung Lean;Stranger;10 November 2017;Cloud Rap, Alternative R&B;3.56;7,099;30
531;532;Cities Aviv;Man Plays the Horn;4 February 2022;Experimental Hip Hop, Abstract Hip Hop, Jazz Rap;3.57;4,565;42
532;533;Ice-T;O.G. Original Gangster;14 May 1991;Gangsta Rap, West Coast Hip Hop;3.58;1,620;53
533;534;Kryptonyte;Kryptonyte;21 September 2018;Southern Hip Hop, Memphis Rap;3.60;710;1
534;535;Zion I;Mind Over Matter;30 May 2000;West Coast Hip Hop, Conscious Hip Hop;3.61;443;11
535;536;B.G. Knocc Out;Real Brothas;15 August 1995;West Coast Hip Hop, G-Funk, Gangsta Rap;3.61;442;19
536;537;Cam'ron;Purple Haze;7 December 2004;East Coast Hip Hop, Gangsta Rap, Chipmunk Soul;3.58;2,120;36
537;538;Syny;Orient;19 February 2015;Experimental Hip Hop, Abstract Hip Hop;3.58;702;7
538;539;Suprême NTM;Paris sous les bombes;27 March 1995;French Hip Hop, Boom Bap;3.61;418;10
539;540;Lupe Fiasco;Lupe Fiasco's The Cool;18 December 2007;Conscious Hip Hop, Abstract Hip Hop;3.57;3,870;56
540;541;Del tha Funkeé Homosapien;I Wish My Brother George Was Here;22 October 1991;West Coast Hip Hop, Conscious Hip Hop;3.58;2,327;36
541;542;Uochi Toki;Cuore amore errore disintegrazione;17 September 2010;Experimental Hip Hop, Industrial Hip Hop, Abstract Hip Hop;3.58;932;21
542;543;Afro Kolektyw;Czarno widzę;20 February 2006;Hip Hop, Conscious Hip Hop, Jazz Rap;3.60;418;2
543;544;Dre Dog;I Hate You With a Passion;19 April 1995;West Coast Hip Hop, Mobb Music, Gangsta Rap;3.61;307;10
544;545;Eminem;The Slim Shady LP;23 February 1999;Hardcore Hip Hop;3.50;16,839;220
545;546;Mach-Hommy;Balens Cho (Hot Candles);4 December 2021;East Coast Hip Hop, Jazz Rap, Conscious Hip Hop;3.58;2,551;11
546;547;RXKNephew;Shawty RXK Too 2;11 December 2021;Gangsta Rap, East Coast Hip Hop, PluggnB;3.58;803;7
547;548;Mach-Hommy & Tha God Fahim;Dollar Menu 3: Dump Gawd Edition;6 July 2017;Hardcore Hip Hop, Abstract Hip Hop;3.60;420;2
548;549;Backxwash;I Lie Here Buried With My Rings and My Dresses;20 June 2021;Industrial Hip Hop, Horrorcore;3.54;6,013;49
549;550;Azealia Banks;Broke With Expensive Taste;8 November 2014;Hip House, East Coast Hip Hop;3.56;4,513;45
550;551;Rome Streetz;Kiss the Ring;30 September 2022;Gangsta Rap, East Coast Hip Hop;3.58;1,681;11
551;552;Metal Fingers;Special Herbs, Vols. 1 & 2;12 November 2002;Instrumental Hip Hop;3.59;1,702;10
552;553;Ćpaj Stajl;Lato w ghettcie;4 September 2018;Hardcore Hip Hop;3.58;623;2
553;554;Molesta;Skandal;23 March 1998;Boom Bap, Hardcore Hip Hop;3.57;649;3
554;555;niLL;Regina;24 July 2017;Trap, Abstract Hip Hop;3.58;590;2
555;556;Milo;Who Told You to Think??!!?!?!?!;11 August 2017;Abstract Hip Hop, Conscious Hip Hop, Experimental Hip Hop;3.56;4,376;21
556;557;Conway the Machine;From King to a GOD;11 September 2020;Hardcore Hip Hop, East Coast Hip Hop;3.57;3,421;17
557;558;Boogie Down Productions;Criminal Minded;3 March 1987;East Coast Hip Hop, Boom Bap, Mid-School Hip Hop;3.56;3,160;79
558;559;Brotha Lynch Hung;Season of da Siccness;28 February 1995;Horrorcore, West Coast Hip Hop, Gangsta Rap;3.58;1,222;36
559;560;E-40;In a Major Way;14 March 1995;Mobb Music, West Coast Hip Hop, Gangsta Rap;3.58;1,131;19
560;561;YSY A;Antezana 247;11 November 2018;Trap;3.68;317;5
561;562;Aesop Rock;Skelethon;10 July 2012;Abstract Hip Hop, East Coast Hip Hop, Experimental Hip Hop;3.56;4,066;47
562;563;Nas;Magic 3;14 September 2023;East Coast Hip Hop, Conscious Hip Hop, Boom Bap;3.58;2,384;25
563;564;Ice-T;The Iceberg/Freedom of Speech... Just Watch What You Say;3 October 1989;West Coast Hip Hop, Gangsta Rap, Conscious Hip Hop;3.58;757;24
564;565;Illogic;Celestial Clockwork;4 May 2004;Abstract Hip Hop;3.60;548;16
565;566;Chief Keef;Finally Rich;18 December 2012;Chicago Drill, Gangsta Rap;3.54;8,694;51
566;567;WC and The Maad Circle;Curb Servin';2 October 1995;West Coast Hip Hop, Gangsta Rap;3.59;380;13
567;568; Scha Dara Parr [スチャダラパー];5th WHEEL 2 the COACH;26 April 1995;Japanese Hip Hop;3.64;298;1
568;569;Aesop Rock;Spirit World Field Guide;13 November 2020;Abstract Hip Hop;3.57;3,457;32
569;570;Jurassic 5;Quality Control;6 June 2000;West Coast Hip Hop;3.58;2,131;45
570;571;Kool Keith;Black Elvis / Lost in Space;10 August 1999;East Coast Hip Hop, Experimental Hip Hop, Abstract Hip Hop;3.59;1,032;23
571;572;Brand Nubian;One for All;8 December 1990;East Coast Hip Hop, Conscious Hip Hop;3.57;1,490;30
572;573;XXX;LANGUAGE;28 November 2018;Industrial Hip Hop, Hardcore Hip Hop;3.59;624;4
573;574;Don L;Roteiro pra Aïnouz (Vol. 2);26 November 2021;Political Hip Hop, Conscious Hip Hop, Pop Rap;3.57;710;5
574;575;Lord Finesse;Funky Technician;1990;East Coast Hip Hop, Boom Bap;3.58;690;22
575;576;Quasimoto;The Further Adventures of Lord Quas;3 May 2005;Abstract Hip Hop, West Coast Hip Hop, Jazz Rap;3.57;2,543;41
576;577;Smino;Luv 4 Rent;28 October 2022;Pop Rap, Alternative R&B, Trap Soul;3.58;2,216;15
577;578;Kool Keith;Sex Style;3 February 1997;Hardcore Hip Hop, East Coast Hip Hop;3.58;1,086;29
578;579;Bladee;The Fool;28 May 2021;Trap, Cloud Rap, Pop Rap;3.52;10,081;57
579;580;8Ball & MJG;Comin' Out Hard;25 June 1993;Gangsta Rap, Southern Hip Hop, Dirty South;3.59;879;14
580;581;Shad;The Old Prince;16 October 2007;Conscious Hip Hop;3.59;614;9
581;582;The Freestyle Fellowship;To Whom It May Concern...;5 October 1991;Abstract Hip Hop, West Coast Hip Hop, Jazz Rap;3.59;704;19
582;583;Armand Hammer;WHT LBL;28 April 2022;East Coast Hip Hop, Abstract Hip Hop, Drumless;3.59;608;1
583;584;M.O.P.;Warriorz;10 October 2000;Hardcore Hip Hop, East Coast Hip Hop, Boom Bap;3.59;662;16
584;585;Boldy James & The Alchemist;The Price of Tea in China;7 February 2020;Gangsta Rap;3.56;3,397;23
585;586;Aceyalone;A Book of Human Language;14 April 1998;West Coast Hip Hop, Conscious Hip Hop, Abstract Hip Hop;3.57;885;24
586;587;Poor Righteous Teachers;Holy Intellect;16 March 1990;East Coast Hip Hop, Conscious Hip Hop, Boom Bap;3.60;401;8
587;588;Ghetto Boys;Grip It! On That Other Level;12 March 1989;Gangsta Rap, Southern Hip Hop;3.57;1,410;36
588;589;Black Milk;Tronic;28 October 2008;Boom Bap, Hip Hop;3.58;1,111;37
589;590;Khontkar;100;14 December 2018;Trap;3.55;420;4
590;591;Rapsody;Laila's Wisdom;22 September 2017;Conscious Hip Hop;3.56;2,261;11
591;592;Three 6 Mafia;The End;3 December 1996;Memphis Rap, Southern Hip Hop;3.57;1,614;15
592;593;Metal Fingers;Special Herbs, Vol. 1;2001;Instrumental Hip Hop;3.59;863;1
593;594;Z-Ro;Let the Truth Be Told;12 April 2005;Southern Hip Hop, Gangsta Rap, Dirty South;3.60;405;6
594;595;Eldo;Eternia;13 September 2003;Conscious Hip Hop, Boom Bap, Hip Hop;3.57;574;2
595;596;Evaboy;Beef;29 September 2023;Electronic Dance Music, Experimental Hip Hop, Hardcore Breaks;3.57;524;5
596;597;N. Hardem;Verdor;21 February 2021;Latin Rap, Abstract Hip Hop;3.59;391;8
597;598;Isaiah Rashad;The Sun's Tirade;2 September 2016;Southern Hip Hop, Conscious Hip Hop, Jazz Rap;3.55;5,554;18
598;599;Slum Village;Fan-tas-tic;1997;Jazz Rap, Boom Bap;3.58;876;21
599;600;Psycho Realm;The Psycho Realm;28 October 1997;West Coast Hip Hop;3.59;359;10
600;601;Coin locker kid;The Ghost Sonata;23 June 2012;Experimental Hip Hop, Abstract Hip Hop, Trip Hop;3.59;330;2
601;602;Method Man;Tical;15 November 1994;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.55;4,313;112
602;603;twikipedia;Chronic;9 December 2022;Digicore, Trap, Pop Rap;3.56;789;10
603;604;Dälek;Negro Necro Nekros;13 October 1998;Abstract Hip Hop, Industrial Hip Hop, East Coast Hip Hop;3.57;1,895;24
604;605;Handsome Boy Modeling School;So... How's Your Girl?;19 October 1999;Experimental Hip Hop, Hip Hop;3.57;1,727;29
605;606;Bladee;333;16 July 2020;Cloud Rap;3.51;10,330;53
606;607;A Tribe Called Quest;Beats, Rhymes and Life;30 July 1996;East Coast Hip Hop, Boom Bap;3.55;5,464;65
607;608;Suga Free;Street Gospel;24 June 1997;West Coast Hip Hop, G-Funk;3.58;387;10
608;609;Emicida;AmarElo;30 October 2019;Conscious Hip Hop, Pop Rap, MPB;3.57;331;2
609;610;Uyama Hiroto;A Son of the Sun;16 July 2008;Instrumental Hip Hop, Jazz Rap;3.57;880;4
610;611;Warren G;Regulate... G Funk Era;7 June 1994;G-Funk, West Coast Hip Hop;3.56;2,157;47
611;612;Talib Kweli;Quality;19 November 2002;East Coast Hip Hop, Conscious Hip Hop;3.56;1,960;54
612;613;Injury Reserve;Injury Reserve;17 May 2019;Experimental Hip Hop;3.51;11,979;66
613;614;Quelle Chris;Guns;29 March 2019;Conscious Hip Hop, Abstract Hip Hop, Jazz Rap;3.55;4,603;23
614;615;M.O.P.;Firing Squad;22 October 1996;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.58;544;16
615;616;AgusFortnite2008;PLUG PARK;14 September 2022;Plugg;3.55;525;6
616;617;Slick Rick;The Great Adventures of Slick Rick;6 December 1988;East Coast Hip Hop;3.54;3,698;68
617;618;Eis;Gdzie jest Eis?;23 June 2003;Boom Bap, Hip Hop;3.57;467;2
618;619;Quelle Chris;Being You Is Great, I Wish I Could Be You More Often;10 February 2017;Abstract Hip Hop;3.56;2,267;9
619;620;J.I.D;DiCaprio 2;26 November 2018;Southern Hip Hop;3.53;7,665;30
620;621;Your Old Droog;Dump YOD: Krutoy Edition;4 December 2020;East Coast Hip Hop, Abstract Hip Hop, Drumless;3.57;1,018;9
621;622;2 Mello;Memories of Tokyo-To: An Ode to Jet Set Radio;20 February 2018;Big Beat, Instrumental Hip Hop;3.58;529;2
622;623;;Soundbombing;14 October 1997;East Coast Hip Hop, Boom Bap;3.66;291;6
623;624;Apollo Brown;As God Intended;10 July 2020;Conscious Hip Hop, East Coast Hip Hop;3.57;734;7
624;625;O.G.C.;Da Storm;29 October 1996;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.58;587;22
625;626;Tha Dogg Pound;Dogg Food;31 October 1995;G-Funk, West Coast Hip Hop, Gangsta Rap;3.56;893;26
626;627;Queen Latifah;Black Reign;16 November 1993;East Coast Hip Hop, Conscious Hip Hop, Jazz Rap;3.56;439;13
627;628;MIKE;"""Disco!""";21 June 2021;Abstract Hip Hop, Experimental Hip Hop, East Coast Hip Hop;3.54;4,092;19
628;629;Jaylib;Champion Sound;7 October 2003;Hip Hop, Boom Bap;3.55;2,512;42
629;630;Navy Blue;Navy's Reprise;21 May 2021;Conscious Hip Hop, Abstract Hip Hop, East Coast Hip Hop;3.56;1,950;10
630;631;Method Man & Redman;Blackout!;28 September 1999;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.56;2,015;39
631;632;Tha Surpents Step Son!!;Shake Junt;1995;Memphis Rap, Gangsta Rap, Southern Hip Hop;3.59;376;2
632;633;Tommy Wright III;Feel Me Before They Kill Me;27 October 1998;Memphis Rap, Gangsta Rap, Southern Hip Hop;3.59;309;3
633;634;Naughty by Nature;Naughty by Nature;3 September 1991;East Coast Hip Hop, Hardcore Hip Hop;3.57;933;25
634;635;Armand Hammer;Shrines;5 June 2020;Abstract Hip Hop, East Coast Hip Hop;3.54;4,176;24
635;636;Binary Star;Masters of the Universe;31 October 2000;Conscious Hip Hop, Boom Bap;3.56;1,521;29
636;637;Jungle Brothers;Done by the Forces of Nature;21 November 1989;East Coast Hip Hop, Conscious Hip Hop;3.55;1,340;26
637;638;Viper;Hustlin' Thick;28 February 2006;Southern Hip Hop, Gangsta Rap;3.57;560;10
638;639;Nujabes;Spiritual State;3 December 2011;Instrumental Hip Hop, Jazz Rap;3.55;3,491;17
639;640;Marlowe;Marlowe 2;7 August 2020;Abstract Hip Hop, Boom Bap;3.58;433;6
640;641;Mach-Hommy;Wap Konn Jòj!;21 June 2019;East Coast Hip Hop, Abstract Hip Hop, Jazz Rap;3.55;2,176;6
641;642;Loyle Carner;Hugo;21 October 2022;Conscious Hip Hop, UK Hip Hop;3.56;1,155;13
642;643;Deep Puddle Dynamics;The Taste of Rain...Why Kneel?;1999;Abstract Hip Hop;3.55;1,180;13
643;644;JOHNNASCUS;Sitting at the End of the World;16 August 2022;Experimental Hip Hop, Electro-Industrial;3.55;345;2
644;645;Nas;King's Disease II;6 August 2021;East Coast Hip Hop;3.53;5,580;39
645;646;Atmosphere;God Loves Ugly;11 June 2002;Conscious Hip Hop;3.54;2,964;36
646;647;Kaz Bałagane;Lot022;25 May 2015;Trap;3.56;386;1
647;648;Rasmentalism;Za młodzi na Heroda;10 December 2013;Hip Hop, Conscious Hip Hop;3.57;399;2
648;649;Three 6 Mafia;When the Smoke Clears: Sixty 6, Sixty 1;13 June 2000;Crunk, Southern Hip Hop;3.55;1,426;9
649;650;Jedi Mind Tricks;Servants in Heaven, Kings in Hell;19 September 2006;Hardcore Hip Hop, East Coast Hip Hop, Boom Bap;3.55;1,016;20
650;651;Murs & 9th Wonder;Murs 3:16 The 9th Edition;23 March 2004;Boom Bap;3.55;954;16
651;652;Westside Gunn;Pray for Paris;17 April 2020;East Coast Hip Hop, Hardcore Hip Hop, Drumless;3.52;7,693;52
652;653;Brother Ali;The Undisputed Truth;10 April 2007;Conscious Hip Hop;3.55;774;21
653;654;lostrushi;Sisterhood;23 June 2023;Digicore, Cloud Rap;3.54;627;4
654;655; 2H Company;Психохирурги;16 July 2004;Abstract Hip Hop, Glitch Hop;3.55;541;11
655;656;brakence;hypochondriac;2 December 2022;Emo Rap, Glitch Pop;3.51;3,178;53
656;657;Kayra;Meçhul Bir Yalnızlığa Dair;10 June 2022;Boom Bap, Abstract Hip Hop;3.66;273;2
657;658;El Michels Affair;Glorious Game;14 April 2023;Conscious Hip Hop, East Coast Hip Hop;3.55;2,263;24
658;659;OG Keemo;Mann beisst Hund;7 January 2022;Hardcore Hip Hop, Conscious Hip Hop;3.54;1,602;18
659;660;Boogie Down Productions;Ghetto Music: The Blueprint of Hip Hop;28 June 1989;East Coast Hip Hop, Conscious Hip Hop, Political Hip Hop;3.55;832;27
660;661; Dolphin [Дельфин];Глубина резкости;1999;Trip Hop, Abstract Hip Hop;3.54;660;6
661;662;O.S.T.R.;Jazz w wolnych chwilach;5 December 2003;Hip Hop, Jazz Rap;3.55;419;2
662;663;AgusFortnite2008;Bobajiztan;15 September 2023;Chicago Drill;3.53;341;4
663;664;Lil Wayne;Tha Carter II;6 December 2005;Southern Hip Hop, Gangsta Rap;3.51;4,453;53
664;665;Metal Fingers;Special Herbs 9+0;12 July 2005;Instrumental Hip Hop;3.56;587;4
665;666;Łona i Webber;Nawiasem mówiąc;22 April 2016;Conscious Hip Hop, Abstract Hip Hop;3.56;543;
666;667;Yung Lean;Warlord;25 February 2016;Cloud Rap, Trap;3.50;6,194;18
667;668;Armand Hammer;Race Music;22 October 2013;East Coast Hip Hop, Hardcore Hip Hop, Abstract Hip Hop;3.55;1,221;6
668;669;EPMD;Unfinished Business;25 July 1989;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.55;1,008;23
669;670;CYNE;Evolution Fight;29 August 2005;Conscious Hip Hop, Southern Hip Hop;3.56;471;10
670;671;Blu;The Color Blu(e);24 September 2021;West Coast Hip Hop, Boom Bap, Conscious Hip Hop;3.54;1,877;12
671;672;Toshinori Kondo;記憶 (Ki-Oku);8 August 1996;Instrumental Hip Hop, Downtempo;3.55;869;14
672;673;Tha Alkaholiks;21 & Over;24 August 1993;West Coast Hip Hop, Boom Bap;3.55;578;20
673;674;Waka Flocka Flame;Flockaveli;5 October 2010;Trap, Dirty South, Gangsta Rap;3.51;4,459;64
674;675;DJ Quik;Quik Is the Name;15 January 1991;West Coast Hip Hop, Gangsta Rap;3.54;1,312;25
675;676;Coin locker kid;Traumnovelle;2 December 2012;Abstract Hip Hop, Experimental Hip Hop, Experimental;3.53;1,164;11
676;677;P.O.S;Never Better;3 February 2009;Conscious Hip Hop, Experimental Hip Hop;3.54;1,144;30
677;678;Rx Papi;MOOD;9 December 2020;Plugg, East Coast Hip Hop, Trap;3.55;404;1
678;679;Absolute Beginner;Bambule;10 November 1998;Hip Hop, Boom Bap;3.60;310;7
679;680;k-os;Joyful Rebellion;21 September 2004;Conscious Hip Hop;3.55;718;19
680;681;Glokk40Spaz;Baby Whoa;1 April 2022;Gangsta Rap, Trap, Southern Hip Hop;3.61;287;
681;682;Lupe Fiasco;Drogas Wave;21 September 2018;Conscious Hip Hop, Abstract Hip Hop;3.53;2,859;21
682;683;Pink Siifu;GUMBO'!;2 August 2021;Southern Hip Hop, Trap, Abstract Hip Hop;3.53;2,645;13
683;684;Damu the Fudgemunk;How It Should Sound Volume 1 & 2;13 April 2010;Instrumental Hip Hop, Jazz Rap, Boom Bap;3.57;402;8
684;685;Spice 1;AmeriKKKa's Nightmare;22 November 1994;Gangsta Rap, West Coast Hip Hop, G-Funk;3.56;379;16
685;686;Big Boi;Sir Lucious Left Foot: The Son of Chico Dusty;6 July 2010;Southern Hip Hop;3.52;4,488;120
686;687;Ghostface Killah;Twelve Reasons to Die;16 April 2013;East Coast Hip Hop, Boom Bap;3.53;2,359;34
687;688;Devin;The Dude;16 June 1998;Southern Hip Hop;3.55;627;17
688;689;Big K.R.I.T.;4eva N a Day;5 March 2012;Conscious Hip Hop, Dirty South, Southern Hip Hop;3.53;1,865;21
689;690;Kaliber 44;W 63 minuty dookoła świata;2 March 1998;Abstract Hip Hop, Boom Bap;3.55;664;4
690;691;clipping.;Splendor & Misery;9 September 2016;Industrial Hip Hop, Abstract Hip Hop;3.50;6,296;40
691;692;Roc Marciano;The Elephant Man’s Bones: Pimpire Edition;19 August 2022;Gangsta Rap, Drumless, East Coast Hip Hop;3.53;2,255;18
692;693;Jurassic 5;Power in Numbers;8 October 2002;West Coast Hip Hop;3.54;1,670;28
693;694;Killah Priest;Rocket to Nebula;31 May 2020;Experimental Hip Hop, Abstract Hip Hop, Drumless;3.54;527;11
694;695;Black Milk;No Poison No Paradise;15 October 2013;Hip Hop, Conscious Hip Hop;3.54;1,045;13
695;696;P.O.S;Audition;31 January 2006;Conscious Hip Hop, Experimental Hip Hop, Hip Hop;3.55;440;7
696;697;Z-Ro;Look What You Did to Me;16 June 1998;Southern Hip Hop, Gangsta Rap;3.55;371;9
697;698;03 Greedo;Purple Summer;26 July 2016;West Coast Hip Hop, Trap;3.67;264;1
698;699;Czarface;Every Hero Needs a Villain;16 June 2015;East Coast Hip Hop, Boom Bap;3.53;2,409;21
699;700;Ayesha Erotica;Big Juicy;20 April 2016;Miami Bass, West Coast Hip Hop;3.51;1,201;13
700;701;Roc Marciano;Behold a Dark Horse;18 September 2018;East Coast Hip Hop, Drumless, Hardcore Hip Hop;3.54;844;5
701;702;Moe and ghosts;幽霊たち (Yūrei Tachi);15 August 2012;Experimental Hip Hop, Japanese Hip Hop, Pop Rap;3.55;489;5
702;703;BK;Gigantes;31 October 2018;Conscious Hip Hop;3.59;299;
703;704;DJ Shadow;The Private Press;4 June 2002;Instrumental Hip Hop, Experimental Hip Hop;3.52;3,913;80
704;705;Vegyn;Only Diamonds Cut Diamonds;8 November 2019;Glitch Hop, IDM, Instrumental Hip Hop;3.53;2,227;17
705;706;Jay Dee aka J Dilla;Welcome 2 Detroit;27 February 2001;Hip Hop;3.53;2,005;16
706;707;DJ Armok;Dungeon Rap: The Introduction;1 April 2019;Dungeon Rap, Memphis Rap, Instrumental Hip Hop;3.53;1,484;12
707;708;CunninLynguists;Will Rap for Food;30 October 2001;Southern Hip Hop, Conscious Hip Hop;3.54;1,616;15
708;709;Juvenile;400 Degreez;3 November 1998;Dirty South, Southern Hip Hop, Gangsta Rap;3.52;1,639;28
709;710;Avantdale Bowling Club;Trees;30 September 2022;Jazz Rap, Conscious Hip Hop;3.53;1,329;14
710;711;Busdriver;Temporary Forever;24 September 2002;Abstract Hip Hop, West Coast Hip Hop, Experimental Hip Hop;3.52;1,521;16
711;712;Kaz Bałagane;Narkopop;24 August 2017;Trap;3.53;541;
712;713;Peja & Slums Attack;Na legalu?;15 December 2001;Hip Hop, Hardcore Hip Hop;3.53;356;
713;714;Grouptherapy.;I Was Mature for My Age, But I Was Still a Child;27 June 2023;Pop Rap, West Coast Hip Hop, Alternative R&B;3.53;1,419;6
714;715;Aceyalone;All Balls Don't Bounce;24 October 1995;West Coast Hip Hop, Jazz Rap;3.54;829;27
715;716;YOD;Jewelry;23 December 2019;East Coast Hip Hop, Conscious Hip Hop, Hardcore Hip Hop;3.55;531;5
716;717;ShinSight Trio;Shallow Nights Blurry Moon;5 July 2006;Jazz Rap, Boom Bap;3.71;261;8
717;718;Aesop Rock;Garbology;12 November 2021;Abstract Hip Hop, East Coast Hip Hop;3.53;1,912;18
718;719;Doomtree;False Hopes;18 December 2007;Boom Bap, Conscious Hip Hop;3.55;416;5
719;720;Izaya Tiji;Alexandria;15 September 2023;Plugg;3.53;355;3
720;721;Ten Typ Mes;Alkopoligamia: Zapiski Typa;29 October 2005;Boom Bap, Hip Hop, Jazz Rap;3.53;430;4
721;722;slowthai;Nothing Great About Britain;17 May 2019;UK Hip Hop;3.49;8,463;34
722;723;Benny the Butcher;Tana Talk 4;11 March 2022;East Coast Hip Hop, Gangsta Rap, Boom Bap;3.52;3,563;27
723;724;Friendzone;Collection II;1 July 2022;Instrumental Hip Hop, Cloud Rap;3.54;611;
724;725;Dark Time Sunshine;ANX;24 July 2012;Abstract Hip Hop;3.54;617;15
725;726;PRhyme;PRhyme;9 December 2014;Hardcore Hip Hop, Boom Bap;3.53;1,568;21
726;727;Meat Beat Manifesto;Storm the Studio;20 February 1989;Breakbeat, Experimental Hip Hop;3.54;420;8
727;728;Kae Tempest;Everybody Down;19 May 2014;UK Hip Hop;3.52;884;10
728;729;Kase.O;El círculo;22 September 2016;Boom Bap, Conscious Hip Hop;3.53;325;3
729;730;Playboi Carti;Whole Lotta Red;25 December 2020;Rage, Trap, Southern Hip Hop;3.40;22,935;300
730;731;Lil Ugly Mane;Three Sided Tape Volume Two;11 August 2013;Instrumental Hip Hop, Experimental Hip Hop, Cloud Rap;3.52;2,838;6
731;732;Ka;A Martyr's Reward;13 August 2021;East Coast Hip Hop, Conscious Hip Hop, Drumless;3.52;2,028;16
732;733;Armand Hammer;Rome;3 November 2017;Hardcore Hip Hop, Abstract Hip Hop, East Coast Hip Hop;3.53;1,386;5
733;734;Ka;Grief Pedigree;11 February 2012;East Coast Hip Hop, Conscious Hip Hop, Gangsta Rap;3.54;857;7
734;735;Ceza;Med Cezir;2002;Hip Hop, Conscious Hip Hop, Hardcore Hip Hop;3.82;263;3
735;736;Saul Williams;Saul Williams;21 September 2004;Political Hip Hop, Conscious Hip Hop;3.53;865;19
736;737;Saul Williams;Amethyst Rock Star;8 May 2001;Political Hip Hop, Experimental Hip Hop, Conscious Hip Hop;3.53;693;15
737;738;Kanye West;ye;1 June 2018;Pop Rap;3.35;41,501;297
738;739;Aesop Rock;Float;6 November 2000;Abstract Hip Hop, East Coast Hip Hop;3.52;2,686;48
739;740;B.G.;Chopper City in the Ghetto;20 April 1999;Southern Hip Hop, Gangsta Rap, Dirty South;3.53;492;11
740;741;Atmosphere;When Life Gives You Lemons, You Paint That Shit Gold;22 April 2008;Conscious Hip Hop;3.51;2,032;53
741;742;El-P;Cancer4Cure;22 May 2012;Abstract Hip Hop, Experimental Hip Hop, East Coast Hip Hop;3.51;4,244;48
742;743;Tinashe;Nightride;4 November 2016;Alternative R&B, Trap Soul;3.52;1,247;8
743;744;RJD2;Deadringer;23 July 2002;Instrumental Hip Hop;3.51;3,207;44
744;745;Uyama Hiroto;Freedom of the Son;18 October 2014;Instrumental Hip Hop, Nu Jazz;3.54;440;
745;746;Blahzay Blahzay;Blah, Blah, Blah;13 August 1996;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.55;332;12
746;747;Sean Price;Jesus Price Supastar;30 January 2007;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.54;523;13
747;748;Nas;Stillmatic;18 December 2001;East Coast Hip Hop, Hardcore Hip Hop;3.50;6,082;111
748;749;Wiki;Half God;1 October 2021;East Coast Hip Hop, Drumless;3.52;1,931;6
749;750;Big L;The Big Picture;11 July 2000;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.52;1,974;38
750;751;Mac Dre;Ronald Dregan: Dreganomics;20 July 2004;Hyphy, West Coast Hip Hop;3.53;639;7
751;752;Travis Scott;UTOPIA;28 July 2023;Southern Hip Hop, Experimental Hip Hop, Trap;3.45;14,463;250
752;753;Blu & Exile;Give Me My Flowers While I Can Smell Them;25 December 2011;West Coast Hip Hop, Jazz Rap;3.53;1,144;10
753;754;Steve Lehman;Sélébéyone;August 2016;Jazz Rap, Avant-Garde Jazz, Experimental Hip Hop;3.53;405;5
754;755;Artifacts;That's Them;15 April 1997;East Coast Hip Hop, Boom Bap;3.55;338;10
755;756;Joey Bada$$;All-Amerikkkan Bada$$;7 April 2017;East Coast Hip Hop, Political Hip Hop, Conscious Hip Hop;3.48;8,206;48
756;757;ScHoolboy Q;Blank Face LP;8 July 2016;Gangsta Rap, West Coast Hip Hop;3.49;6,406;32
757;758;Your Old Droog;TIME;11 June 2021;East Coast Hip Hop;3.53;1,089;3
758;759;Linn da Quebrada;Pajubá;5 October 2017;Funk brasileiro, Conscious Hip Hop, Ballroom;3.51;845;4
759;760;Low Down da Sinista;Coming for Your Soul;1996;Memphis Rap, Gangsta Rap, Southern Hip Hop;3.52;763;6
760;761;Thaiboy Digital;Legendary Member;26 September 2019;Trap, Cloud Rap;3.49;4,594;11
761;762;Uochi Toki;Libro audio;13 February 2009;Experimental Hip Hop, Abstract Hip Hop, Hardcore Hip Hop;3.50;779;22
762;763;Pink Siifu;FlySiifu's;13 November 2020;Jazz Rap, Abstract Hip Hop, Drumless;3.52;1,844;11
763;764;Guru;Jazzmatazz Volume II: The New Reality;18 July 1995;Jazz Rap, East Coast Hip Hop;3.53;875;9
