;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
3534;3535;Anita O'Day;Anita;1955;Vocal Jazz;3.51;129;4
3535;3536;Harry Beckett;Flare Up;1970;Modal Jazz, Post-Bop;3.63;105;1
3536;3537;Don Ellis;Essence;1962;Post-Bop, Modal Jazz;3.80;89;4
3537;3538;;Amarcord Nino Rota;1981;Jazz;3.85;89;2
3538;3539;Christian Scott;Anthem;28 August 2007;Jazz Fusion, Post-Bop;3.57;119;1
3539;3540;Mike Ladd;Negrophilia (The Album);8 February 2005;Nu Jazz, Avant-Garde Jazz;3.28;164;3
3540;3541;Dead Combo;Lisboa mulata;6 October 2011;Blues Rock, Latin Jazz, Jazz-Rock;3.56;118;1
3541;3542;Chet Baker;In Milan;1960;Jazz, Standards;3.60;130;1
3542;3543;John Scofield;Blue Matter;1987;Jazz Fusion;3.44;141;3
3543;3544;Robert Glasper;Canvas;4 October 2005;Jazz;3.46;143;2
3544;3545;Patrice Rushen;Prelusion;December 1974;Jazz-Funk;3.62;112;2
3545;3546;Miles Davis;Miles Davis Plays the Compositions of Al Cohn;1953;Cool Jazz, Bebop;2.93;257;2
3546;3547;Miles Davis Quintet;Miles Davis With Sonny Rollins;1954;Cool Jazz, Hard Bop;3.08;216;1
3547;3548;Lowering;Brooklyn;16 June 2018;Dark Jazz, Post-Rock;3.52;122;1
3548;3549;Rickie Lee Jones;Pop Pop;24 September 1991;Vocal Jazz, Jazz;3.27;189;9
3549;3550;Keith Jarrett;Birth;1972;Avant-Garde Jazz;3.42;147;2
3550;3551;Brad Mehldau;Places;5 September 2000;Jazz, Cool Jazz;3.47;159;6
3551;3552;From;Power On!;1972;Jazz Fusion, Jazz-Rock;3.57;105;3
3552;3553;The Cannonball Adderley Quintet & Orchestra;The Cannonball Adderley Quintet & Orchestra;August 1970;Progressive Big Band;3.73;95;2
3553;3554;Elina Duni Quartet;Matanë Malit;26 September 2012;Vocal Jazz, Albanian Folk Music;3.37;135;2
3554;3555;Quincy Jones;This Is How I Feel About Jazz;February 1957;Jazz, Cool Jazz, Big Band;3.55;118;1
3555;3556;Billie Holiday with Ray Ellis and His Orchestra;Billie Holiday;1959;Vocal Jazz, Standards;3.61;121;1
3556;3557;Marcus Miller;The Sun Don't Lie;1993;Jazz-Funk, Jazz Fusion;3.44;155;2
3557;3558;Art Pepper;Gettin' Together;1960;Cool Jazz;3.68;110;1
3558;3559;Terje Rypdal;Chaser;1985;Jazz-Rock, ECM Style Jazz;3.52;132;3
3559;3560;Tony Scott;Djanger Bali;1967;Jazz Fusion, Post-Bop;3.56;109;2
3560;3561;Baden Powell;Canto on Guitar;1971;Samba-jazz;3.73;93;3
3561;3562;Azar Lawrence;Summer Solstice;October 1975;Post-Bop, Latin Jazz, Spiritual Jazz;3.71;93;2
3562;3563;Mali Obomsawin;Sweet Tooth;28 October 2022;Avant-Garde Jazz;3.45;121;
3563;3564;The Don Rendell / Ian Carr Quintet;Change Is;May 1969;Post-Bop;3.83;81;2
3564;3565;Sven Wunder;Wabi sabi;12 June 2020;Jazz Fusion, Jazz-Funk;3.39;129;1
3565;3566;Duke Ellington;Black, Brown and Beige;1945;Big Band;3.49;138;1
3566;3567;Elton Dean;Elton Dean;1971;Avant-Garde Jazz;3.49;125;6
3567;3568;Charlie Rouse;Two Is One;1974;Hard Bop;3.80;89;2
3568;3569;Sun Ra;Purple Night;1990;Avant-Garde Jazz, Free Jazz, Spiritual Jazz;3.52;121;5
3569;3570;The Ahmad Jamal Trio;The Ahmad Jamal Trio;1956;Cool Jazz;3.56;120;1
3570;3571;Herb Ellis;Nothing but the Blues;1957;Cool Jazz, Hard Bop;3.67;96;
3571;3572;Horace Parlan Quintet;Speakin' My Piece;December 1960;Hard Bop;3.66;100;2
3572;3573;Matthew Shipp;Nu Bop;22 January 2002;Nu Jazz, Avant-Garde Jazz;3.45;141;1
3573;3574;Chris Connor;Chris Connor Sings Lullabys of Birdland;September 1954;Vocal Jazz, Standards;3.68;101;
3574;3575;Tin Hat;The Sad Machinery of Spring;30 January 2007;Chamber Folk, Chamber Jazz;3.46;150;4
3575;3576;Alan Gowen;Before a Word Is Said;1982;Jazz Fusion, Canterbury Scene;3.39;130;1
3576;3577;Bill Frisell;This Land;11 March 1994;Jazz;3.51;131;2
3577;3578;Sabú Martínez;Afro Temple;1973;Afro-Cuban Jazz, Exotica;3.61;105;4
3578;3579;Kurt Rosenwinkel;Deep Song;1 March 2005;Jazz;3.64;115;1
3579;3580;Blue Mitchell;Boss Horn;October 1967;Hard Bop;3.64;114;1
3580;3581;Norman Connors;Love From the Sun;1974;Spiritual Jazz;3.65;107;2
3581;3582;Michel Camilo;One More Once;27 September 1994;Latin Jazz, Big Band;3.65;111;4
3582;3583;Lou Donaldson;Good Gracious!;June 1964;Soul Jazz;3.76;98;4
3583;3584;Mary Halvorson;Meltframe;4 September 2015;Avant-Garde Jazz;3.26;151;3
3584;3585;Elephant9;Greatest Show on Earth;16 February 2018;Jazz Fusion, Avant-Prog;3.25;152;1
3585;3586;Frank Sinatra;Days of Wine and Roses, Moon River and Other Academy Award Winners;11 April 1964;Vocal Jazz, Standards, Traditional Pop;3.42;151;5
3586;3587;Moses Boyd;Displaced Diaspora;28 September 2018;Jazz Fusion, Nu Jazz;3.33;137;1
3587;3588;Cedar Walton;Mobius;1975;Jazz-Funk, Jazz Fusion;3.42;135;3
3588;3589;Cécile McLorin Salvant;The Window;28 September 2018;Vocal Jazz;3.46;123;1
3589;3590;Prince;Xpectation;1 January 2003;Smooth Jazz;2.76;354;2
3590;3591;Juluka;Scatterlings;1982;Mbaqanga, New Wave;3.50;134;1
3591;3592;Clifford Thornton;The Gardens of Harlem;1974;Spiritual Jazz;3.60;110;2
3592;3593;Pat Metheny Group;Quartet;19 November 1996;Jazz Fusion, Jazz;3.29;179;5
3593;3594;Anthony Braxton;Dona Lee [Donna Lee];1975;Avant-Garde Jazz, Modern Creative;3.49;133;2
3594;3595;Bill Rieflin;The Repercussions of Angelic Behavior;9 November 1999;Avant-Prog, Jazz Fusion, Experimental Rock;3.49;125;7
3595;3596;Janusz Muniak;Question Mark;1978;Jazz;3.57;108;1
3596;3597;Sun Ra;Visions;1979;Avant-Garde Jazz;3.57;111;4
3597;3598;;Miles From India: A Celebration of the Music of Miles Davis;15 April 2008;Jazz Fusion, Indo Jazz;3.80;106;1
3598;3599;Lonnie Liston Smith & The Cosmic Echoes;Reflections of a Golden Dream;September 1976;Jazz-Funk;3.37;151;1
3599;3600;The Bad Plus;Never Stop;14 September 2010;Jazz, Avant-Garde Jazz;3.39;147;3
3600;3601;The Flying Luttenbachers;Constructive Destruction;1994;Free Jazz, Experimental Rock;3.49;129;1
3601;3602;The Włodzimierz Nahorny Trio;Heart (Polish Jazz, Vol. 15);1968;Avant-Garde Jazz;3.55;112;2
3602;3603;Colette Magny;Colette Magny;1965;Blues, Chanson, Chanson à texte;3.59;116;
3603;3604;Hermeto Pascoal & Grupo;Só não toca quem não quer;1987;Jazz Fusion, Baião;3.66;112;3
3604;3605;Busi Mhlongo;Urban Zulu;1998;Mbaqanga;3.70;90;2
3605;3606;Sam Gendel;Satin Doll;13 March 2020;Nu Jazz, Jazz Fusion;3.16;167;1
3606;3607;John Surman;Invisible Threads;19 January 2018;ECM Style Jazz;3.21;168;1
3607;3608;Duke Pearson;Sweet Honey Bee;1967;Jazz;3.49;127;2
3608;3609; Shoji Aketagawa [明田川荘之];アケタズ・エロチカル・ピアノ・ソロ & グロテスク・ピアノ・トリオ (Aketa's Erotical Piano Solo & Grotesque Piano Trio);1975;Avant-Garde Jazz;3.57;121;1
3609;3610;Gregory Porter;Water;11 May 2010;Vocal Jazz;3.58;115;2
3610;3611;Oneness of Juju;Space Jungle Luv;1976;Jazz-Funk, Spiritual Jazz;3.59;108;2
3611;3612;Energy;Energy;1974;Jazz Fusion, Jazz-Rock;3.63;98;6
3612;3613;Kenny Wheeler Quintet;The Widow in the Window;1 May 1990;ECM Style Jazz;3.71;106;2
3613;3614;Booker Ervin;Back From the Gig;1976;Hard Bop, Post-Bop;3.91;84;4
3614;3615; Takuro Okada [岡田拓郎];Betsu No Jikan;31 August 2022;Avant-Garde Jazz, Spiritual Jazz;3.53;115;2
3615;3616;Egberto Gismonti;Orfeo novo;1970;MPB, Modern Classical, Jazz Fusion;3.59;105;3
3616;3617;Roland Haynes;2nd Wave;6 April 1975;Jazz-Funk, Jazz Fusion;3.55;107;
3617;3618;Madhouse;8;21 January 1987;Jazz Fusion, Jazz-Funk;3.35;144;8
3618;3619;Lou Donaldson;Midnight Creeper;August 1968;Soul Jazz;3.61;118;3
3619;3620;Ron Carter;All Blues;1974;Post-Bop, Jazz;3.53;126;4
3620;3621;Cortijo & His Time Machine;Cortijo & su maquina del tiempo;1974;Latin Jazz, Salsa dura;3.75;99;2
3621;3622;Joachim Kühn;Springfever;14 September 1976;Jazz Fusion;3.52;115;6
3622;3623;Thad Jones;Detroit - New York Junction;June 1956;Hard Bop;3.59;114;2
3623;3624;Julie London;Julie...At Home;1960;Vocal Jazz, Standards;3.62;106;2
3624;3625;Możdżer Danielsson Fresco;Between Us and the Light;17 November 2006;Chamber Jazz;3.72;126;1
3625;3626;The Nat Birchall Quartet;The Storyteller - A Musical Tribute to Yusef Lateef;13 September 2019;Spiritual Jazz, Modal Jazz;3.73;88;3
3626;3627;Arbete och Fritid;Arbete och Fritid;1970;Progressive Folk, Jazz Fusion;3.33;138;6
3627;3628;Jean-Pierre Alarcen;Tableau N° 1;1979;Progressive Rock, Jazz Fusion, Symphonic Prog;3.49;116;5
3628;3629;Mal Waldron & Steve Lacy;Sempre amore;1987;Post-Bop;3.61;111;1
3629;3630;Nik Bärtsch;Entendre;19 March 2021;Post-Minimalism, ECM Style Jazz;3.29;139;1
3630;3631;Henry Threadgill;X-75, Vol. 1;1979;Avant-Garde Jazz, Chamber Jazz;3.56;106;2
3631;3632;SOIL&“PIMP”SESSIONS;6;16 September 2009;Bebop, Samba-jazz;3.63;109;2
3632;3633;Mel Brown;Chicken Fat;October 1967;Soul Jazz, Electric Blues;3.66;105;2
3633;3634;Satanique Samba Trio;Mó bad;10 March 2015;Avant-Garde Jazz, Samba-jazz;3.36;148;2
3634;3635;The Har-You Percussion Group;The Har-You Percussion Group;1969;Afro-Cuban Jazz;3.55;113;1
3635;3636;Billy Cobham;Inner Conflicts;1978;Jazz Fusion;3.40;136;3
3636;3637;Quin Kirchner;The Shadows and the Light;26 June 2020;Avant-Garde Jazz;3.46;122;2
3637;3638;Larry Coryell;Offering;August 1972;Jazz Fusion, Jazz-Rock;3.59;103;5
3638;3639;Masada;Sanhedrin (1994-1997 Unreleased Studio Recordings);26 April 2005;Avant-Garde Jazz, Klezmer;3.81;86;1
3639;3640;Steve Lacy;Soprano Sax;January 1958;Hard Bop;3.43;134;4
3640;3641;John McLaughlin;Belo Horizonte;1981;Jazz Fusion;3.43;143;6
3641;3642;Hubert Laws;In the Beginning;1974;Soul Jazz, Post-Bop;3.45;132;4
3642;3643;East New York Ensemble de Music;At the Helm;1974;Spiritual Jazz;3.48;124;1
3643;3644;Anna Webber;Clockwise;22 February 2019;Avant-Garde Jazz, Modern Creative;3.54;105;3
3644;3645;The Art Farmer Quintet;Blame It on My Youth;1988;Jazz, Modal Jazz;3.71;101;2
3645;3646;Joe Henderson;Mirror Mirror;1980;Jazz;3.58;112;3
3646;3647;Sam Rivers;A New Conception;November 1967;Post-Bop;3.36;137;1
3647;3648;George Russell Sextet;Stratusphunk;1961;Modal Jazz;3.46;119;1
3648;3649;Mahlathini & The Mahotella Queens;Paris - Soweto;1989;Mbaqanga;3.57;111;4
3649;3650;Release Music Orchestra;Garuda;1975;Jazz-Rock, Jazz Fusion;3.63;98;5
3650;3651;Kneebody;Kneedelus;27 November 2015;Jazz Fusion, Nu Jazz;3.25;152;2
3651;3652;John Coltrane;Wheelin' and Dealin';1958;Hard Bop;3.28;165;3
3652;3653;Archie Shepp;Archie Shepp / Bill Dixon Quartet;1962;Avant-Garde Jazz, Free Jazz;3.53;112;4
3653;3654;The Oscar Peterson Trio;A Jazz Portrait of Frank Sinatra;1959;Cool Jazz;3.64;112;1
3654;3655;Orquestra Afrosinfônica;Orín, a língua dos anjos;20 November 2020;Afoxé, Progressive Big Band;3.72;88;1
3655;3656;Dreams;Dreams;November 1970;Jazz-Rock, Progressive Rock, Jazz-Funk;3.31;145;4
3656;3657;David Murray Quartet;A Sanctuary Within;1992;Spiritual Jazz, Avant-Garde Jazz;3.74;91;
3657;3658;Paul Motian Trio;It Should've Happened a Long Time Ago;March 1985;ECM Style Jazz;3.55;112;2
3658;3659; Arsenal [Арсенал];Своими руками (Created With Their Own Hands);1983;Jazz Fusion, Jazz-Rock;3.57;103;3
3659;3660;Chick Corea;The Vigil;28 June 2013;Jazz Fusion, Jazz;3.61;115;4
3660;3661;Hugh Masekela;Masekela;1968;Afro-Jazz;3.65;105;2
3661;3662;Dave Holland;Points of View;1998;Post-Bop, Jazz;3.73;97;2
3662;3663;Mehliana;Taming the Dragon;21 January 2014;Jazz Fusion;3.24;158;2
3663;3664;Frank Sinatra;A Man Alone;6 September 1969;Vocal Jazz, Baroque Pop;3.26;165;6
3664;3665;Herbie Nichols Trio;Love, Gloom, Cash, Love;January 1958;Bebop;3.50;121;3
3665;3666;Dave Liebman;Drum Ode;February 1975;Jazz Fusion;3.49;118;1
3666;3667;Bryan Ferry;Bitter-Sweet;30 November 2018;British Dance Band;3.32;140;3
3667;3668;John Zorn;Salem 1692;16 November 2018;Jazz-Rock, Avant-Garde Jazz;3.47;117;1
3668;3669;Muhal Richard Abrams;Young at Heart / Wise in Time;1974;Avant-Garde Jazz;3.56;111;1
3669;3670;Anne Phillips;Born to Be Blue;1958;Vocal Jazz, Traditional Pop;3.59;98;2
3670;3671;Harry Case;In a Mood;1989;Synth Funk, Boogie, Jazz-Funk;3.57;113;
3671;3672;Woody Shaw;Little Red's Fantasy;1978;Hard Bop;3.85;83;
3672;3673;La Formule du Baron;La formule du baron;1969;Psychedelic Pop, Baroque Pop, French Pop;3.34;138;6
3673;3674;Jackie McLean;Swing, Swang, Swingin';March 1960;Hard Bop;3.61;118;7
3674;3675;Mongol;Doppler 444;25 January 1997;Jazz Fusion, Progressive Rock;3.65;100;8
3675;3676;Tomasz Stańko New York Quartet;December Avenue;31 March 2017;ECM Style Jazz;3.48;131;2
3676;3677;Mingo Lewis;Flight Never Ending;1976;Jazz-Rock, Jazz Fusion;3.65;103;7
3677;3678;Buddy Rich;Rich Versus Roach;October 1959;Hard Bop;3.38;140;3
3678;3679;Iconili;Quintais;17 May 2019;Jazz-Rock, Jazz Fusion;3.50;109;3
3679;3680;Schlippenbach Trio;Elf Bagatellen;December 1991;European Free Jazz, Free Improvisation;3.60;130;3
3680;3681;Makoto Terashita;Topology;1984;Post-Bop;3.77;89;
3681;3682;Jihye Lee Orchestra;Daring Mind;26 March 2021;Progressive Big Band;3.36;124;1
3682;3683;Michael Arthur Holloway;Guilt Noir;29 January 2016;Dark Jazz;3.48;123;3
3683;3684;Kiko Loureiro;Universo inverso;20 November 2006;Jazz-Rock, Latin Jazz;3.50;131;8
3684;3685;Jack DeJohnette's Directions;Untitled;1976;Jazz Fusion;3.55;111;4
3685;3686;Helen Merrill;Dream of You;1956;Vocal Jazz;3.60;109;
3686;3687;The Michel Petrucciani Trio;Pianism;1986;Jazz;3.72;94;
3687;3688;Jun Miyake;Stolen From Strangers;2007;Art Pop, Vocal Jazz;3.44;130;1
3688;3689;John Scofield;Time on My Hands;28 February 1990;Jazz, Post-Bop;3.56;122;1
3689;3690;Anthony Braxton;Duets 1976;1976;Avant-Garde Jazz;3.33;145;5
3690;3691;Allan Holdsworth;None Too Soon;1996;Jazz Fusion;3.44;137;4
3691;3692;Lightmen Plus One;Energy Control Center;1972;Jazz-Funk;3.64;104;2
3692;3693; Toshifumi Hinata [日向敏文];Rhapsody in the Twilight;25 July 1989;Smooth Jazz, Neoclassical New Age;3.66;108;2
3693;3694;Nat Birchall;Cosmic Language;9 March 2018;Spiritual Jazz;3.39;123;2
3694;3695;Coleman Hawkins;At Ease With Coleman Hawkins;1961;Jazz, Standards, Swing;3.73;94;2
3695;3696;Shawn Lane;The Tri-Tone Fascination;1999;Jazz Fusion, Progressive Rock;3.59;126;3
3696;3697;Matthew J. Rolin;Prism;3 March 2023;Ambient Americana, Spiritual Jazz;3.44;122;1
3697;3698;Eddie Harris;Instant Death;1972;Jazz-Funk, Soul Jazz;3.48;121;2
3698;3699;Floratone;Floratone;14 August 2007;Jazz Fusion;3.50;126;4
3699;3700;Gato Barbieri;Under Fire;March 1973;Latin Jazz, Jazz;3.59;108;1
3700;3701;"Richard ""Groove"" Holmes";Soul Message;1966;Soul Jazz;3.58;106;2
3701;3702;Mel Tormé;Swings Shubert Alley;1960;Vocal Jazz;3.64;109;9
3702;3703;John Surman;Road to Saint Ives;1990;Avant-Garde Jazz, ECM Style Jazz;3.62;118;1
3703;3704;Shelly Manne & His Friends;Modern Jazz Performances of Songs From My Fair Lady;September 1956;Cool Jazz, Show Tunes;3.68;109;1
3704;3705;Art Pepper;Living Legend;1976;Jazz;3.75;96;4
3705;3706;Ralph Towner;Anthem;2001;ECM Style Jazz;3.71;112;6
3706;3707;Paul Bley Quintet;Barrage;1965;Free Jazz;3.29;147;3
3707;3708;Sunny Murray;Sonny's Time Now;1965;Free Jazz;3.41;135;2
3708;3709;DAAU;Domestic Wildlife;2006;Avant-Garde Jazz;3.76;97;2
3709;3710; Kazutoki Umezu [梅津和時];Shin Myong;1992;Avant-Garde Jazz, Fusion Gugak;3.62;118;1
3710;3711;Toshinori Kondo;Charged;28 June 1999;Jazz-Funk, Trip Hop, Nu Jazz;3.64;106;2
3711;3712;Dave Holland Quartet;Dream of the Elders;1996;Jazz;3.66;107;1
3712;3713;Pat Metheny;Day Trip;29 January 2008;Jazz, Post-Bop;3.28;176;2
3713;3714;Hazel Scott;Great Scott! - Hazel Scott, Her Piano and Vocals;March 1948;Vocal Jazz, Bebop;3.33;135;2
3714;3715;Ariwo;Ariwo;16 May 2017;Dub Techno, Afro-Cuban Jazz;3.36;131;1
3715;3716;Brian Blade & The Fellowship Band;Landmarks;29 April 2014;ECM Style Jazz, Post-Bop;3.44;128;3
3716;3717;John Dwyer;Gong Splat;17 December 2021;Jazz Fusion, Psychedelic Rock;3.36;124;1
3717;3718;Ralph Towner;Trios / Solos;June 1973;ECM Style Jazz, Avant-Garde Jazz;3.46;119;4
3718;3719;Jan Garbarek Group;Wayfarer;1983;ECM Style Jazz;3.59;120;1
3719;3720;Freddie Hubbard;Polar AC;18 April 1975;Jazz Fusion, Jazz;3.61;111;2
3720;3721;Kenny Burrell;Blue Lights, Volume 1;October 1958;Hard Bop;3.69;108;3
3721;3722;Marilyn Crispell;Nothing Ever Was, Anyway: Music of Annette Peacock;1 September 1997;ECM Style Jazz;3.62;106;4
3722;3723;Billie Holiday;Velvet Mood: Songs by Billie Holiday;1956;Vocal Jazz;3.65;99;1
3723;3724;Jan Akkerman;Eli;1976;Progressive Rock, Jazz Fusion;3.38;139;4
3724;3725;Don Ellis;New Ideas;1961;Avant-Garde Jazz, Post-Bop;3.59;112;2
3725;3726;Virgil Donati;In This Life;23 July 2013;Progressive Metal, Jazz Fusion;3.68;103;7
3726;3727;Shirley Horn with Strings;Here's to Life;21 April 1992;Vocal Jazz;3.73;102;5
3727;3728;Graham Collier Sextet;Down Another Road;1969;Modal Jazz, Post-Bop;3.78;85;1
3728;3729;Andrew Cyrille;Dialogue of the Drums;1974;Free Jazz;3.44;125;2
3729;3730;Charles Lloyd;Fish Out of Water;February 1990;ECM Style Jazz;3.70;100;3
3730;3731;Stomu Yamash'ta;Red Buddha;1971;Jazz Fusion, Avant-Garde Jazz;3.27;142;5
3731;3732;André Fertier;Clivage;1977;Jazz Fusion, Raga Rock;3.47;117;6
3732;3733;Alphonse Mouzon;The Essence of Mystery;March 1973;Jazz Fusion;3.50;116;4
3733;3734;Grachan Moncur III;Aco dei de madrugada (One Morning I Waked Up Very Early);1970;Post-Bop;3.58;107;1
3734;3735;Land of Kush;Sand Enigma;8 November 2019;Experimental Rock, Experimental Big Band;3.32;132;2
3735;3736;Azymuth;Telecommunication;1982;Jazz Fusion, Jazz-Funk;3.49;122;5
3736;3737;Masabumi Kikuchi;Poo-Sun;1970;Jazz Fusion;3.65;99;
3737;3738;Buster Williams;Pinnacle;1975;Jazz Fusion;3.63;98;3
3738;3739;William Parker Violin Trio;Scrapbook;2003;Avant-Garde Jazz;3.71;97;2
3739;3740;Clark Terry Quintet;Serenade to a Bus Seat;October 1957;Hard Bop;3.75;91;2
3740;3741;Dollar Brand;Cape Town Fringe;1977;Cape Jazz;3.77;87;2
3741;3742;Keith Jarrett;Last Dance;13 June 2014;ECM Style Jazz, Cool Jazz;3.50;117;2
3742;3743;The Lovecraft Sextet;Miserere;7 October 2022;Dark Jazz;3.30;145;
3743;3744;Tal Wilkenfeld;Transformation;14 May 2007;Jazz Fusion;3.59;114;3
3744;3745;Henry Kaiser & Wadada Leo Smith;Yo Miles!;18 August 1998;Jazz-Rock, Jazz-Funk;3.74;90;5
3745;3746;Anthony Braxton;This Time...;1970;Avant-Garde Jazz, Modern Creative;3.17;174;3
3746;3747;Keith Jarrett;Luminessence - Music for String Orchestra and Saxophone;March 1975;Third Stream, Chamber Jazz, ECM Style Jazz;3.29;147;1
3747;3748;We Used to Cut the Grass;We Used to Cut the Grass #1;11 February 2022;Jazz Fusion;3.40;126;2
3748;3749;Nicky Skopelitis;Ekstasis;20 April 1993;Jazz Fusion, Jazz-Funk;3.49;108;3
3749;3750;The End;Allt Är Intet;13 November 2020;Avant-Garde Jazz, Avant-Prog;3.52;109;
3750;3751;Forgas Band Phenomena;L'axe du fou / Axis of Madness;20 January 2009;Jazz Fusion, Jazz-Rock;3.66;100;4
3751;3752;Charles Tyler;Eastern Man Alone;1967;Free Jazz;3.53;111;2
3752;3753;Vega Trails;Tremors in the Static;6 May 2022;Chamber Jazz;3.58;101;2
3753;3754;Billy Bang;Rainbow Gladiator;1981;Hard Bop, Avant-Garde Jazz, Post-Bop;3.61;100;1
3754;3755;Buckshot LeFonque;Buckshot LeFonque;2 August 1994;Jazz-Funk, Acid Jazz;3.18;185;8
3755;3756;Charlie Parker;South of the Border;September 1952;Afro-Cuban Jazz, Bebop;3.22;165;4
3756;3757;Rich Woodson's Ellipsis;Control and Resistance;2000;Avant-Prog, Avant-Garde Jazz;3.53;110;1
3757;3758;Charles Mingus;Blue Bird;1971;Post-Bop, Avant-Garde Jazz;3.64;113;1
3758;3759; Shibusashirazu [渋さ知らズ];Be Cool;1995;Experimental Big Band, Jazz Fusion;3.69;94;
3759;3760;Johnny Hodges;Johnny Hodges With Billy Strayhorn and the Orchestra;June 1962;Big Band, Jazz;3.87;79;2
3760;3761;Ralph Towner;Solstice: Sound and Shadows;October 1977;ECM Style Jazz;3.49;116;
3761;3762;Fred Lane;From the One That Cut You;1983;Experimental Big Band;3.49;122;7
3762;3763;Rolf Kühn Quintett;Solarius;1965;Post-Bop;3.80;81;2
3763;3764;Ted Curson;Pop Wine;1971;Avant-Garde Jazz;3.90;75;2
3764;3765;Opa;Goldenwings;September 1976;Jazz Fusion, Jazz-Rock;3.38;129;4
3765;3766;Paul McCartney;Kisses on the Bottom;7 February 2012;Standards, Vocal Jazz, Traditional Pop;2.70;798;41
3766;3767;Bill Evans;Crosscurrents;1978;Post-Bop, Modal Jazz;3.49;129;1
3767;3768;Joshua Redman;Freedom in the Groove;24 September 1996;Jazz, Hard Bop;3.61;122;2
3768;3769;Hermeto Pascoal;The Monash Sessions;21 June 2013;Jazz Fusion, Avant-Garde Jazz;3.66;99;1
3769;3770;Théâtre du chêne noir;Aurora;1971;Avant-Garde Jazz;3.27;141;4
3770;3771;Cincinnato;Cincinnato;1974;Jazz Fusion, Progressive Rock, Jazz-Rock;3.33;129;10
3771;3772;Shinya Fukumori Trio;For 2 Akis;16 February 2018;ECM Style Jazz, Jazz;3.37;132;2
3772;3773;Hans Reichel;Yuxo - A New Daxophone Operetta;2002;Modern Classical, Third Stream;3.67;98;3
3773;3774;Lou Donaldson;LD + 3;October 1959;Hard Bop, Soul Jazz, Bebop;3.75;91;4
3774;3775;John Carroll Kirby;Septet;25 June 2021;Jazz Fusion;3.37;127;1
3775;3776;Dave Holland;Uncharted Territories;11 May 2018;Free Jazz, Free Improvisation;3.43;118;2
3776;3777;Alex Skolnick Trio;Transformation;14 September 2004;Jazz Fusion;3.54;129;3
3777;3778;Milton Nascimento;Miltons;1988;MPB, Vocal Jazz, Singer-Songwriter;3.59;107;3
3778;3779;Art Pepper;The Art of Pepper;1957;Cool Jazz, Bebop;3.77;86;1
3779;3780;Teruo Nakamura;Unicorn;1973;Jazz Fusion;3.44;120;4
3780;3781;George Russell Septet;The Stratus Seekers;1962;Modal Jazz;3.54;106;2
3781;3782;Miłość;Asthmatic;1996;Yass;3.60;111;1
3782;3783;Nicola Conte;Other Directions;6 September 2004;Jazz;3.58;125;6
3783;3784;Barry Guy New Orchestra;Inscape - Tableaux;2001;Experimental Big Band, Free Jazz;3.60;115;2
3784;3785;Woody Shaw;Rosewood;1978;Post-Bop;3.63;109;1
3785;3786;Mose Allison;I Don't Worry About a Thing;July 1962;Vocal Jazz, Jazz, Hard Bop;3.65;99;4
3786;3787;Contemporary Noise Sextet;Unaffected Thought Flow;8 November 2008;Jazz, Avant-Garde Jazz;3.41;155;4
3787;3788;Grant Green;His Majesty King Funk;August 1965;Soul Jazz;3.45;135;4
3788;3789;"Nat ""King"" Cole";Nat 'King' Cole Sings for Two in Love;August 1953;Vocal Jazz, Traditional Pop;3.50;123;2
3789;3790;Lambert, Hendricks & Ross;Sing a Song of Basie;1958;Vocal Jazz;3.50;113;4
3790;3791;Joseph Jarman & Famoudou Don Moye;Black Paladins;1980;Spiritual Jazz, Free Jazz;3.55;105;1
3791;3792;Jasmine Myra;Horizons;15 July 2022;Cool Jazz;3.61;105;1
3792;3793;Sonny Rollins;Next Album;1972;Post-Bop;3.64;116;2
3793;3794;Ed Motta;Dwitza;2002;Jazz-Funk, Smooth Jazz;3.71;93;2
3794;3795; Masahiko Togashi [富樫雅彦];"Session in Paris, Vol. One: ""Song of Soil""";1979;Free Jazz;3.73;87;3
3795;3796;Wilbur Harden;Jazz Way Out;March 1959;Hard Bop;3.28;156;
3796;3797;Miriam Makeba;Sangoma;1988;Marabi, A cappella;3.65;107;1
3797;3798;The Clifford Thornton New Art Ensemble;Freedom & Unity;1969;Free Jazz, Spiritual Jazz;3.68;98;3
3798;3799;Miroslav Vitous;Purple;1970;Jazz Fusion;3.48;108;3
3799;3800;Jimmy McGriff Organ & Blues Band;The Worm;December 1968;Soul Jazz, Jazz-Funk;3.49;120;1
3800;3801;Barry Guy, Marilyn Crispell & Paul Lytton;Odyssey;November 2001;Avant-Garde Jazz, ECM Style Jazz;3.74;99;2
3801;3802;Luiz Eça;Tamba;1974;Samba-jazz, Jazz Fusion;3.85;77;4
3802;3803;Guilherme Coutinho e o Grupo Stalo;Guilherme Coutinho e o Grupo Stalo;1978;MPB, Jazz Fusion;3.76;85;
3803;3804;Michael Bublé;Michael Bublé;11 February 2003;Standards, Vocal Jazz, Easy Listening;2.84;334;10
3804;3805;Paul Bley;Ramblin';1969;Avant-Garde Jazz;3.63;98;
3805;3806;Kelan Phil Cohran;Kelan Philip Cohran & The Hypnotic Brass Ensemble;21 May 2012;Jazz-Funk, Avant-Garde Jazz;3.41;119;2
3806;3807;Muriel Grossmann;Quiet Earth;29 November 2020;Spiritual Jazz;3.57;97;2
