id,name,gender
10816,pete mcneal,male
5623,yukimi nagano,female
5620,magnus zingmark,male
5627,martin hoper,male
5625,ola bothzen,male
10832,simon niblock,male
10833,alexander moles,male
2580,martin williams,male
10835,dave o'higgins,male
10836,bob mckay,male
10837,chris storr,male
10838,graham russell,male
10839,andrew cook,male
10840,adam linsley,male
7795,patrick hartley,male
10842,chris cole,male
10844,john higginbotham,male
60220,trevor mires,male
5614,phil parnell,male
10846,dave green,male
10847,pete carter,male
5528,line kruse,female
10854,victor kruse,male
5524,eduardo makaroff,male
5520,gustavo beytelmann,male
10857,christina vilallonga,female
10859,laurent brifo,male
10860,pablo tegli,male
10861,victoria vieyra,female
10863,pierre-yves borgeaud,unknown
9920,pierre audétat,male
10865,irmin schmidt,male
10867,kumo,male
10878,henner malecha,male
10879,toby dammit,male
10871,tinu heiniger,male
489,esbjörn svensson,male
10884,dan berglund,male
10885,magnus öström,male
10886,gary thomas,male
4072,patrice rushen,female
10894,aïda khann,female
10899,ramon valle,male
10900,omar rodriguez calvo,male
10902,cornelius,male
10905,nobuyuki ohashi,male
10906,hirohisa horie,male
10907,yuko araki,female
2412,nicolas godin,male
2411,jean-benoît dunckel,male
10913,jason falkner,male
10914,brian reitzell,male
10915,james rotondi,male
10924,ernesto abreau,male
10925,duke amayo,male
10916,victor axelrod,male
10927,phil ballman,male
10928,stuart bogie,male
10929,dylan fusillo,male
10930,aaron johnson,male
10931,jordan mclean,male
59572,luke riverside,male
10933,martin perna,male
10934,gabe roth,male
10936,del stribling,female
10937,amadou bagayoko,male
10938,mariam doumbia,female
10939,hervé samb,male
10940,boubacar dembelé,male
10941,laurent griffon,male
10942,stéphane san juan,male
10943,ayélé labitey,unknown
10944,joëlle koundé,female
10945,frédéric galliano,male
10947,hadja kouyate,female
10952,aissata balde,unknown
10953,kaba kouyate,unknown
10946,ali boulo santo,male
10955,lipitone,unknown
10956,keba kebe,unknown
4211,dj logic,male
262,casey benjamin,male
10969,mike weitman,male
10970,lamont mccain,male
10971,stephen roberson,male
10980,aktar ahmed,unknown
10981,afjal miah,unknown
10982,john pandit,male
10983,prithpal rajput,male
10984,steven savale,male
10972,aniruddha das,male
10986,loveleen aulakh,female
10988,greg roberts,male
10989,leo williams,male
3250,earl sixteen,male
10991,ben niddleton,male
23952,dj goo,unknown
33623,olivier rohrbach,male
11011,mousse t.,male
11020,colin rich,male
11021,emma lanford,female
11022,inaya davis,female
11023,jörg ostermayer,male
11024,ingo schröder,male
2926,andreas barkhoff,male
11014,sven kaiser,male
11026,martin gontarski,male
11027,kai lipphardt,male
2932,matthias meusel,male
11029,philippe kacza,male
11030,boris jennings,male
33676,dj mandrax,unknown
11033,seb k,male
11034,terra deva,female
32213,kenny dope,male
9428,speedy j,male
9968,chris rea,male
9970,sylvin marc,male
9971,robert ahwai,male
9972,ed hession,male
3012,buddy guy,male
9985,frank blinkal,male
9986,jason moynihan,male
9987,anthohy zmagni,unknown
9989,jerry porter,male
9991,bob weir,male
9998,rob wasserman,male
9999,jeff chimenti,male
10000,mark karan,male
10001,kenny brooks,male
10002,jay lane,male
3015,isaac hayes,male
7329,charles pitts,male
7332,gerald jackson,male
10007,damien savage,male
10008,benjamin flint,male
10009,william kurt mitchell,male
7334,james robertson,male
7326,samantha may,female
10013,frederick sayers,male
1104,charles dennis,male
58126,bob stannard,male
58127,chris kleeman,male
8760,kotaro oshio,male
10043,galen henson,male
10044,matt bissonette,male
10045,jeff campitelli,male
10046,dave stewart,male
10049,"gary ""mudbone"" cooper",male
10050,paul holyroyde,male
10051,nadz seid,female
10052,max braun,male
10053,harry zawrel,male
10054,ingo kaiser,male
10055,gavin rossdale,male
10057,gavin xtraynor,male
10058,sacha puttnam,male
10060,robin goodridge,male
2171,paul simon,male
2186,vincent nguini,male
2184,mark stewart,male
2187,bakithi kumalo,male
3850,tony cedras,male
10065,alain mallet,male
10066,jay ashby,male
10067,jim hynes,male
10069,steve sheehan,male
2191,jamey haddad,male
10071,graham hawthorne,male
10072,steve gadd,male
6032,jay kay,male
9840,rob harris,male
10080,simon carter,male
9843,matt johnson,male
9842,sola akingbola,male
9841,nick fyffe,male
9844,derrick mckenzie,male
10085,dee lewis,female
9845,hazel fernandes,female
10089,tom billington,male
10090,alex richards,male
10091,tim slade,male
10092,pete baker,male
10102,monique baker,female
10109,cyril directie,male
7356,shirley manson,female
7354,steve marker,male
10114,daniel shulman,male
5566,matt walker,male
375,marianne faithfull,female
10131,andy may,male
10132,brian mcfee,male
10133,gary john kane,male
10134,johnny boyle,male
10148,reggie hines,male
10149,chris morgan,male
10150,kenny seymoure,male
10152,larry peoples,male
10153,larry peoples jr.,male
10154,tanita dreher,unknown
10155,kernba francis,unknown
10157,diamond stone,female
4728,carl craig,male
10158,leon ware,male
10159,sandra st victor,female
10164,bart suer,male
10165,wiboud burkens,unknown
10166,peter bergman,male
10167,alvin ronde,male
10168,eric hoeke,male
10169,deirdre twiss,female
10170,caroline dest,female
10171,jasmin neuhaus,female
7615,cachaíto,male
10179,el indio,male
10180,dee nasty,male
7614,manuel galbán,male
10182,bigga morrison,male
10184,yaure muniz,unknown
10185,"policarpo ""polo"" tamayo",male
10186,carlos gonzales,male
10187,"miguel ""angá"" díaz",male
10188,betùn,unknown
10199,alison crockett,female
10189,geoff wilkinson,male
10201,kcb,unknown
10202,dj first rate,male
10203,duncan mckay,male
10204,ed jones,male
10206,michael gorman,male
10207,louise gabrielle bobb,female
10216,paul noble,male
10217,derrick taylor,male
10218,ingrid laubrock,female
10219,david mian,male
10220,dave philips,male
10221,darren morris,male
10222,dylan howe,male
10223,marion powell,female
10224,maria lawson,female
10232,marcelo falcao,male
10233,marcelo lobato,male
10234,xandão,male
10235,paulo dias,male
10236,lauro farias,male
10237,dj negralha,unknown
10238,marcos lobato,male
10242,xanddy,male
10252,andre ramos,male
10253,rodinei lima,unknown
10254,edmilson boaventura,unknown
10255,kleyton santos,unknown
10256,ricardo cruz,male
10257,geraldo júnior,male
10258,martinho santos,male
10259,marcio santos,male
10260,luciano souza,male
10261,gerson furtado,male
10262,roque jesus,male
7557,daniela mercury,female
10280,cesario leony,unknown
7575,alexandre vargas,male
7578,zito moura,unknown
10284,rudson daniel,male
10285,fabricio scaldaferri,male
10286,marcelo brasil,male
10287,joelma silva,female
10288,daniela pena,female
7573,gil alves,male
3530,joão bosco,male
10311,armando martinez,male
10312,bruno castros,male
10313,hercio brenha,unknown
10314,alvaro bercelos,male
10315,edson santos,male
10316,carlos di osesio,male
10327,wanda sá,female
2985,marcos valle,male
5790,joao donato,male
10329,patricia alvi,female
10330,renato franco,male
10331,mazinho ventura,unknown
10332,ivo caldas,male
7918,makoto ozone,male
10339,allstars quartett:,unknown
4348,gary burton,male
10360,wynton marsalis,male
10368,ryan kisor,male
10369,marcus printup,male
10370,seneca black,male
10371,joe temperley,male
10372,watter blanding,unknown
10373,wes anderson,male
10374,ted nash,male
10375,victor goines,male
10363,ron westray,male
10377,vincent gardner,male
10378,andre hayward,male
941,herlin riley,male
10380,rodney thomas whitaker,male
10381,richard johnson,male
10383,roy hargrove,male
10392,willie iii jones,male
5889,charlie haden,male
7883,rick braun,male
10408,norman brown,male
7888,kirk whalum,male
10417,royford griffin,unknown
6544,james genus,male
1603,dr. john,male
10428,renard poche,male
1713,david barard,male
5236,"herman ""roscoe"" ernest iii",male
379,john scofield,male
10431,joe lovano,male
4000,dave holland,male
10434,al foster,male
6265,biréli lagrène,male
10449,diego imbert,male
10450,thomas dutronc,male
10451,hono winterstein,male
10452,florin niculescu,male
10454,stochelo rosenberg,male
10455,dorado schmitt,male
10456,sylvain luc,male
9799,richard galliano,male
1049,david bowie,male
10464,mark platti,male
10465,earl slick,male
4434,gerry leonard,male
10467,mike garson,male
608,catherine russell,female
10469,gail ann dorsey,female
5196,sterling campbell,male
10472,ike turner,male
10484,audrey madison,female
10485,ernest lane,male
10486,paul smith,male
10487,seth blumberg,male
10488,jeorge taylor,unknown
10490,"mckinley ""mack"" johnson",male
10491,kevin cooper,male
10492,william ray,male
10496,louis wilson,male
10497,ric wilson,male
10498,carlos wilson,male
10499,wilfredo wilson,male
10500,keith barry,male
486,arlan schierbaum,male
10502,louis castro,male
10503,marc rey,male
10504,neftali santiago,male
10518,ali campbell,male
10519,robin campbell,male
10520,earl falconer,male
10521,norman hassan,male
10522,brian travers,male
10523,michael virtue,male
10525,martin meredith,male
10526,laurence parry,male
349,mark overton,male
59208,jimmy brown,male
1893,caetano veloso,male
10533,laques morelenbaum,unknown
10534,davi moraes,male
10535,pedro sà,male
10536,eduardo josino rodriguez,male
10537,márcio victor brito santos,male
10538,andre jr. santos,male
10539,nilton cesar dos santos,unknown
10551,ibrahama cisse,unknown
10554,el hadj faye,female
1844,abdoulaye lo,male
10557,ramatoulaye ndiaye,unknown
10558,aimee faal,female
949,angélique kidjo,female
10564,anne marie milazzo,female
10565,rubens de la corte,male
10566,joao mota,male
10567,richard hammond,male
10568,tony mola,male
10569,gintas janusowies,male
10586,joe cocker,male
10587,eugene bloch,male
10588,nicholas milosevi,male
10589,deric dyer,male
10590,onieda james,unknown
10591,john bruno,male
10592,maxine green,female
2450,amy keys,female
9655,vernescu marius,male
6951,michel jonasz,male
9746,witterstein hono,unknown
9747,jean-yves dubanton,male
9749,martin weiss,male
9740,didier lockwood,male
9751,philip catherine,male
9752,escoudé christian,male
6266,baptiste trotignon,male
9796,nicolas clovis,male
9797,tony rabeson,male
9801,jean-marc philips,unknown
9802,surel sébastien,male
9803,jean-marc apap,unknown
9804,henri demarquette,male
9805,stéphane logerot,male
9806,hervé sellin,male
9818,jacky terrasson,male
9820,sean smith,male
9821,gerald cleaver,male
9770,tony benett,male
9772,paul langosch,male
2582,clayton cameron,male
9773,oddo john,male
9854,john abercrombie,male
9857,mark feldman,male
6774,marc johnson,male
9858,joey baron,male
6388,charles lloyd,male
9859,geri allen,female
2999,robert hurst,male
6394,eric harland,male
9879,jean-françois bovard,male
9883,philippe huttenlocher,male
9884,brigitte ravenel,female
9885,zawodnik béatrice,unknown
9886,margot daniel,male
9887,thomas jérôme,male
9888,marion diego,female
9889,olivier grosclaude,male
9892,jean-marie musy,male
9893,nicole aubert,female
9894,monika esmerode,female
9895,pilloud carole,unknown
9896,serge schläppi,male
9897,trinchan bernard,unknown
9898,samuel blaser,male
9899,tornay bernard,unknown
9900,rigdet nadia,unknown
8660,isabelle hornung,female
9901,michel friederich,male
9902,gross anne-cécile,unknown
9903,pierre kuthan,male
9904,pereira gérald,unknown
9905,tolk emilien,unknown
9906,jacques hostettler,male
9907,rochat jean,unknown
9908,felley christophe,unknown
9909,racine jean-samuel,unknown
9910,savoyant jacqueline,unknown
8090,kurt weil,male
9919,molliat dominique,unknown
9922,pedretti jean-jacques,male
9923,turchi christophe,unknown
3196,christophe calpini,male
9943,soweto kinch,male
9946,abram wilson,male
9947,femi temowo,male
7113,olatuja michael,male
56129,troy miller,male
7217,cassandra wilson,female
7227,ross brandon,male
8133,lonnie plaxico,male
4259,grégoire maret,male
7228,jeff haynes,male
18195,greg osby,male
62364,willow neilson,male
62399,rei anderson,female
8071,ethan iverson,male
62372,christine santelli,female
62373,matthew mousseau,male
62374,mike lattrell,male
62375,mike bernal,male
12525,brian auger,male
62365,ali auger,male
62366,karma d. auger,male
62367,derek frank,male
62395,jimi cameron,male
62396,nicolas boucher,male
27520,stefan schneider,male
62397,sylvain pohu,male
62398,alexandre tremblay,male
62392,sarah jane morris,female
62393,matt backer,male
62394,calum maccoll,male
402,martyn barker,male
6233,henry thomas,male
62386,mo asumang,female
62387,daniel strike,male
62388,markus kuczewski,male
62389,silvan strauss,male
62390,gabriel gordon,male
62359,boz scaggs,male
62358,eric crystal,male
62360,john shifflett,male
62361,jason lewis,male
24112,paul nagel,male
62384,tiza brown,unknown
62385,chris bovet,male
9851,andy milne,male
62391,rich brown,male
9126,fluxy,unknown
9125,mafia,unknown
9123,"conway ""red eye"" kessler",male
9110,queen omega,female
9119,cutty ranks,male
9134,junior kelly,male
9133,darien williamson,male
9132,christopher crooks,male
9131,"leebert ""gibby"" morrison",male
9130,bryan kent,male
9129,deborah powell,female
9128,sherida sharpe,female
9135,rory gilligan,male
9150,max roméo,male
9148,diana simon,female
9147,audrey donegan,female
9146,errol nicholson,male
6700,steve smith,male
9143,brian edwards,male
9142,marc jordan,male
9141,rudolph bennet,male
3244,henry tenyue,male
9165,dynamike,unknown
9164,rjd2,male
9163,el-p,male
9162,aesop rock,male
9151,mike skinner,male
9155,flavor flav,male
9156,dj lord,male
9159,timbo king,male
6328,richard warren,male
33607,lee horsley,male
33608,leon tattersall,male
33609,chris moore,male
9168,james brooks,male
9170,david ireland,male
9171,michael parker,male
9176,pollack angela,unknown
9173,charlie jones,male
9182,omega,unknown
9183,myron rafael glasper,male
9184,"derrick ""d-sharp"" robinson",male
412,vincent segal,male
2257,b-real,male
9187,sen dogg,unknown
2253,larry muggerud,male
9189,"eric ""bobo"" correa",male
3333,brendan benson,male
9192,plum chris,male
9193,beth orton,female
9202,ted barnes,male
9203,olliver kraus,unknown
9204,howard gott,male
9205,friend ali,male
9206,sean read,male
9207,will blanchard,male
9210,wayne coyne,male
9211,steve drozd,male
9212,michael ivins,male
9213,kliph scurlock,male
9216,martin horntveth,male
9214,lars horntveth,male
9219,wabo lars,unknown
9220,mathias eick,male
9221,ketil einarsen,male
9222,even ormestad,male
9223,andreas mjos,male
9224,andreas hessen schei,male
9225,harald froland,male
9226,david holmes,male
9231,stephen hilton,male
9232,phillipson petra-jean,female
9233,sean reveron,male
9234,rheinallt ap gwynedd,male
9235,sabo charles,unknown
9236,scott kinsey,male
9237,jimi tenor,male
9241,tomi lassy,male
9242,jukka eskola,male
9243,dawkins chris,male
9244,timo hirvonen,male
2054,terry edwards,male
9245,veijonsuo markku,male
9246,tero lindenberg,male
9247,jeffery hilary,male
9248,tapio aaltonen,male
4704,laurent garnier,male
9255,catia bellini,female
9256,guillaume wuhrmann,male
9257,"stéphane ""totor"" tornare",male
5422,raphaël bovey,male
9259,virginie favre,female
8661,marion rolland,female
9262,gale paridjaman,female
9261,olly knights,male
9264,phil marten,male
9265,kelly jones,female
9267,richard jones,male
9268,stuart cable,male
9269,tony kirkham,male
9270,scott james,male
9271,aileen mclaughlin,female
9272,ross anna,male
9273,matthew caws,male
9276,daniel lorca,male
9277,ira elliot,male
9278,lara gray,female
9279,ira kaplan,male
9280,georgia hubley,female
9286,james mcnew,male
9289,perry mezins,male
9290,frankavilla constanza,unknown
9291,kelly appleton,female
2167,stuart braithwaite,male
2166,dominic aitchison,male
2168,john cummings,male
2179,martin bulloch,male
2164,barry burns,male
9295,susheela raman,female
9301,sam mills,male
9300,aref durvesh,male
9305,djanuno dabo,male
9306,mao,female
29635,manos achalinotopoulos,male
9312,youssef boukella,male
9319,bensidhoum ahmed,unknown
9313,aziz sahmaoui,male
9321,tenfiche kamel,unknown
9309,taoufik mimouni,male
9323,mehdi askeur,male
9324,fateh benlala,male
9325,ghoggal fathella,unknown
9326,miziallaoua kaliff,unknown
9327,manu le houezec,male
9328,smaïl benhouhou,unknown
9329,petry michel,unknown
9330,mercan dede,male
9338,cengiz baysal,male
9339,serkan algi,male
9340,göksel baktagir,male
9331,mehmet akatay,male
9342,mira burke,female
9343,adrian belew,male
9345,robert fripp,male
9349,trey gunn,male
9350,pat mastelotto,male
9351,laurie anderson,female
9353,scherrer peter,unknown
9354,wittman ben,male
9355,sverrisson skùli,male
3725,joe jackson,male
3732,graham maby,male
19333,gary sanford,male
9357,dave houghton,male
9359,voigtlander gunar,unknown
9360,wahlfross eric,unknown
9367,bembe segue,female
6937,chris bowden,male
9368,neil yates,male
5613,leo taylor,male
9373,lorrie etienne,female
9380,vernon hill,male
9381,scruggs calvin,unknown
9382,robinson desabata,unknown
9383,jonathan murray,male
9384,blue eyes,unknown
3687,roy ayers,male
9387,ray gaskins,male
9393,intyre derreck mc,unknown
9395,dennis davis,male
9397,tracey moore,female
9396,mercedes martinez,female
9400,adam blackstone,male
9401,james d. robinson,male
9402,curtis chambers,male
9418,mccoy martin,male
6893,black thought,male
9420,"frank ""knuckles"" walker",male
6905,kirk douglas,male
3695,"leonard ""hub"" hubbard",male
9407,james gray,male
9424,cajmere,male
9435,hi-tek,male
9444,mirko loko,male
9452,scott hartley,male
9453,richard mcguire,male
9454,sal principato,male
9455,dennis young,male
9447,luke jenner,male
9448,vitto reccoforte,male
9449,saffer matt,unknown
9450,gabe andruzzi,male
7124,james murphy,male
9459,mascha litterscheid,female
9458,florian opahle,male
9460,ian anderson,male
9466,martin barre,male
9467,andrew giddings,male
2669,jonathan noyce,male
9469,doane perry,male
5473,thom yorke,male
9472,ed o'brien,male
3447,colin greenwood,male
9474,jonny greenwood,male
9475,phillip selway,male
9476,noa,female
9480,gil dor,male
9483,zohar fresco,male
9484,hagar benari,female
9485,reinert adi,male
9486,zimbris jean-paul,male
2007,natalie cole,female
2008,gail deadrick,female
9516,terry trotter,male
9515,johnny friday,male
9513,michael miller,male
9512,ryo okumoto,male
9511,mishaw michael,male
9510,catte adams,female
9494,godinez estaire,female
9542,vaneese thomas,female
9543,marvell thomas,male
9537,carla thomas,female
5226,steve potts,male
5225,"donald ""duck"" dunn",male
9547,bobby manuel,male
9548,robert clayborn,male
9549,jackie thomas,female
9550,spake jim,male
9551,scott thompson,male
9552,jackie johnson,unknown
9553,redding jackie,unknown
9545,ellis hooks,male
9546,linda lewis,female
9523,bonnie raitt,female
9532,marinelli george,male
9533,"james ""hutch"" hutchinson",male
400,ricky fataar,male
9574,john tropea,male
9575,jim biggins,male
9578,rob paparozzi,male
9579,pendarvis leon,male
4362,danny gottlieb,male
9581,ollie maides,unknown
9583,james newton,male
9584,lawrence hudson,male
9585,maides ben,unknown
9586,herbert grönemeyer,male
9589,norbert hamm,male
9590,jakob hansonis,male
9593,kirchner frank,male
9594,mark kofi essien,male
9595,vasserveld françoise,unknown
9596,jasper van rosmalen,male
9597,hest floris van,unknown
9598,sanden carolijn van der,unknown
9599,frédéric françois,male
9600,donkers casper,unknown
9601,stam lucas,male
9602,truijens moira,unknown
6551,tom mcrae,male
9603,oli cunningham,male
7117,ash soan,male
9604,marrison anthony,unknown
9605,ian burdge,male
4737,skye edwards,female
9608,james anthony,male
9609,ross charles godfrey,male
9610,scott firth,male
9611,martin carling,male
9612,dan goldman,male
7982,nina aguiar,female
7992,priscilla coeytaux,female
3308,johan dalgaard,male
7986,johanna garcia,female
7984,gregory german,male
7983,alicia pestalozzi,female
7974,william-philipp seydoux,unknown
7990,yarbrough keem,unknown
9631,vivian roger,female
9630,hegi dominik,unknown
9629,marcel jeker,male
9628,müller adrian,unknown
9627,wicki stefan,unknown
7770,david craig,male
7771,tontoh frank,male
9637,smith fraser,unknown
9638,mark dean,male
9639,richard cardwell,male
7772,kwame yeboah,male
9640,tommy blaize,male
9641,lincoln jean-marie,male
9642,priscilla jones,female
4525,chico césar,male
9649,simone julian,female
6192,swami jr.,unknown
9650,marcelo jeneci,male
9651,kastrup guilheme,unknown
4548,maria bethânia,female
9663,malta carlos,male
4549,jaime alem,male
4518,joão carlos coutinho,male
25858,reginaldo vargas,male
5039,jorge gomes,male
9706,jair rodrigues,male
9718,luciana mello,female
9705,jair oliveira,male
9719,gilberto alves favery,male
9720,marcelo maita,male
9721,marcio forte,male
9722,dias ary,male
9723,paulo franca,male
9724,eric budney,male
9666,tato cruz,unknown
9670,alemão,unknown
9671,valdir do acordeon,male
9672,dede,male
9673,martinez vieira marcelo,unknown
9674,marcello girardi calderazzo,male
9675,eliane barben,female
9676,elizabete corsetti,female
9692,tony garrido,male
9693,sette marlon,male
9694,lelei gracindo,unknown
9695,sergio yazbek,male
9696,paulo gama,male
9697,farias andré,unknown
9698,alex meirelles,male
9699,pierre jean,male
9700,silva ronaldinho,female
9701,markus cruz,male
9702,cidalia castro,female
9703,paula gilce de,female
9704,miranda gil,female
9734,paula morelenbaum,female
9731,luiz brasil,male
1904,marcelo costa,male
9776,jon anderson,male
9774,steve howe,male
9782,rick wakeman,male
9785,chris squire,male
9792,alan white,male
9807,patti cathcart,female
9812,tuck andress,male
3063,mick hucknall,male
3074,ian kirkham,male
3078,pete lewinson,male
3076,dave clayton,male
6014,chris de margary,male
3079,kevin robinson,male
6015,sarah brown,female
9833,johson dee,unknown
9846,mcintosh lauraine,unknown
9852,carl walker,male
9853,richard brown,male
1619,randy crawford,female
9875,stephan baxter,male
4107,wilton felder,male
9877,kendrick scott,male
605,"freddie ""ready"" washington",male
7100,lisa stansfield,female
7112,ian devaney,male
7115,richie buckley,male
7114,john thirkell,male
7111,steve geere,male
9868,steven williams,male
9869,snowboy,male
9870,odain donna,unknown
9871,shena mcsween,female
8863,winning martin,male
5823,david hayes,male
9933,irwin bobby,male
9934,chrissie hynde,female
9939,adam seymour,male
9940,martin chambers,male
9941,andy hobson,male
9942,zeb jameson,unknown
9958,marc storace,male
9959,fernando von arb,male
9960,dominique favez,unknown
9961,toni castell,male
9962,patrick aeby,male
3415,billy gibbons,male
9966,dusty hill,male
3050,frank beard,male
7817,hansueli alder,male
7818,walter alder,male
7819,ueli alder,male
7820,jakob freund,male
7821,wälte hansueli,unknown
4927,turano joe,male
4931,larry williams,male
7840,vanessa brown,female
7841,andrea brown,female
7842,brown adrienne,unknown
7843,lavette brown,unknown
7844,phyllis brown,female
7845,tyson jason,male
7846,wardlow jeff,unknown
7872,stacey kent,female
7873,jim tomlinson,male
7874,david newton,male
7875,david chamberlain,male
7876,oxlex colin,unknown
7861,taylor james,male
7862,michael landau,male
7863,andrea zonn,female
7864,jimmy johnson,male
6341,harvey mason,male
2134,patti austin,female
7884,gerald veasley,male
7885,rayford griffin,male
7886,randy jacobs,male
1625,david garfield,male
7877,kurt rosenwinkel,male
4443,larry grenadier,male
7879,ali jackson,male
7896,thierry fanfant,male
7898,latabi diouani,unknown
5675,cornell dupree,male
5673,les mccann,male
7908,gordon edwards,male
5677,buddy williams,male
5237,ronnie cuber,male
7909,christian scott,male
7912,luques curtis,male
7913,matthew stevens,male
7926,charles flores,male
566,horacio hernandez,male
7929,oehlers jamie,male
7930,samuel keevers,male
7931,rodrigo aravena,male
7932,daniel fisher,male
2667,antonio sánchez,male
6263,andré ceccarelli,male
7941,stephy haïk,unknown
7942,el-malek david,male
6262,rémi vignolo,male
7943,sandii,unknown
5158,gianna nannini,female
5176,lohr christian,male
5178,morrone gerardo,male
5179,luigi de maio,male
7958,di donna antonio,female
5180,di francia antonio,male
7985,tissa montemouhin,unknown
7979,florent bernheim,male
7988,erik bergstrom,male
7991,joe frank,male
7973,joni fuller,female
7963,barbara hendricks,female
7139,mathias algotsson,male
7965,morgan hoglund,male
491,magnus lindgren,male
7140,fredrik jonsson,male
7966,michael heitzler,male
7969,ariel zuckermann,male
7967,olivier truan,male
7971,daniel fricker,male
7972,david klein,male
8012,michael von der heide,male
8014,régine,female
8015,barbara morrison,female
8016,catherine ringer,female
8017,marc berthoumieux,male
8028,salazar ana,female
8029,mcgill guillermo,male
8030,ordoñez josé luis,unknown
8031,muñoz ascension angulo,unknown
6500,yelsy heredia,male
8033,jesus pérez,male
8034,gomez jerez eva maria,unknown
8035,rivero rodriguez josé a.,unknown
163,jamie cullum,male
8042,geoff gascoyne,male
8043,sebastiaan de krom,male
1793,greg galli,male
8058,luca leombruni,male
8059,nico looser,male
8060,tanja dankner,female
8067,mark lambert,male
8068,vana gierig,unknown
8069,greg jones,male
8070,turkisher todd,male
7145,ravi coltrane,male
7268,luis perdomo,male
8134,billy hart,male
8112,gonzalo rubalcaba,male
8127,nelson faria,male
8128,kiko freitas,male
8129,ney conceiçao,male
8105,yasuto ohara,unknown
8108,igawa akira,unknown
8109,shigeo aramaki,male
8098,steve swallow,male
1939,tigran hamasyan,male
8089,weber robi,unknown
8091,kalli gerhards,male
8092,treier curt,male
2107,frank gambale,male
8082,dave weckl,male
8083,eric marienthal,male
8072,reid anderson,male
8078,king david,male
908,steve winwood,male
923,josé neto,male
8151,randall bramblett,male
17348,walfredo reyes,male
8152,edson da silva,male
8138,matt baker,male
8139,ashley turner,female
8140,pache adam,male
33868,inga swearingen,female
8162,nina hagen,female
62378,lemmy constantine,male
62379,david delacotte,male
62380,frédéric tronche,male
62381,michaël patry,male
62382,cyril zarde,male
62383,jean-claude laudat,male
11731,todd rundgren,male
13336,barry finnerty,male
62376,charly preissel,male
62377,claudio matteo,male
62400,dario chechini,male
25442,charlie hunter,male
62371,derreck phillips,unknown
8908,stanley jordan,male
22942,diana miranda,female
28832,tony banks,male
62370,chetser thompson,male
62368,robert tenrec,male
497,nils landgren,male
62369,cole martin,male
4118,magnum coltrane price,male
47516,kyle eastwood,male
62362,graham flowers,male
62363,andrew mccormack,male
21770,michael stevens,male
8262,prince barry,male
8263,tawanda,female
8265,tippa irie,male
8266,jackie henry,unknown
8267,yami bolo,male
946,dean fraser,male
8280,"sydney ""congo billy"" watson",male
8281,mark clark,male
8282,yvonne patrick,female
8283,sharon miles,female
8284,rochelle bradshaw,female
8285,ryan webb,male
8286,maurice duncan,male
8287,"paul ""scooby"" smith",male
8288,mitcham chin,unknown
8295,uman,male
8296,shekel,unknown
8289,kajeem,male
8299,sir horace gentleman,male
8300,marco frohn,male
8301,heyer andre,male
8302,peter hirsch,male
8303,wendland andreas,male
8304,johanna jaremo-rebbelmund,female
8305,pete fish,male
8306,reulecke matthias,male
8307,mamadee,female
8308,tamika edwards,female
8323,magnon frédéric,male
3612,mackowiak jérôme,unknown
8324,hilse gregor,unknown
8325,hanotte charles,unknown
8312,pace amedeo,male
8314,kazu makino,female
8315,simone pace,male
8344,dave palmer,male
8345,earl harvin,male
8327,barthélémy attisso,male
8335,assane m'boup,male
8329,ndiouga dieng,male
8337,moussa sidibé,male
8338,seydou koite,unknown
8339,mouhamed ben geloune,male
8340,ndiaye charles,unknown
8341,mamadou koite,male
8347,traoré rokia,female
8348,diarra adama,male
8349,mamah diabaté,male
8350,kouyaté andra,male
8351,tounkara oumar,unknown
8352,coulibaly alou,male
8353,christophe minck,male
8354,sylvia laubé,female
8357,sangaré oumou,female
8358,toure hamane,unknown
8359,dante aliou,male
8360,ibraima diakite,unknown
8361,diabate cheick oumar,unknown
8362,traoré hamadou,unknown
8363,seikou ba,unknown
8364,tereta loumana,unknown
8365,vabintou diakite,unknown
8366,kouate bata,unknown
8372,tim parrin,male
8373,kris birkin,male
8374,michael clevett,male
8382,joss stone,female
8383,joseph jonathan,male
8384,peter lannacone,male
8385,david gilmore,male
8386,pabon abel,male
8387,doug carter,male
8388,artia lockett,female
8389,williams antonia,unknown
8391,guy mcknight,male
8392,norris marc,male
8393,andy huxley,male
8394,symren gharial,unknown
8395,tom diamantopoulo,male
8398,peter hayes,male
8399,robert turner,male
8400,nick jago,male
8404,robert ellis,male
8405,simon archer,male
3869,josh klinghoffer,male
8407,just one,male
5645,bio,unknown
66,will.i.am,male
753,fergie,female
758,taboo,male
763,keith harris,male
761,george pajon,male
5744,aple.de.ap,male
8426,feist,female
8435,julien chirol,male
8436,pierre-luc jamain,unknown
5640,vincent taeger,male
2678,martina topley-bird,female
8474,shepperd lance,unknown
8475,darvill ben,unknown
8476,nicholson claire,female
8477,cath coffey,female
8447,ron blake,male
8451,oliver lake,male
8449,peck allmond,male
8459,michel cain,male
2234,chris dave,male
8461,sundance dj jahi,unknown
8494,natacha atlas,female
8502,steven leake,male
8503,matharu inder ialsingh,unknown
8504,gamal awad,male
8505,aly ibrahim aly abdel-alim,female
8506,simms nicholas,unknown
8442,rickard gensollen,male
8443,olb morten vagan,unknown
8444,bye andreas,male
8445,vagen jan martin,unknown
8438,dhafer youssef,male
8485,vizan oscar,unknown
